Word, AbstConc, Arou, IMG, Val
Begnügen, 2.695, 4.1, 3.415, 3.14
erklärungslos, 4.55, 4.588, 4.264, 2.788
Hilga, 5.74, 4.111, 6.357, 6.478
NS-Forscher, 4.361, 4.25, 4.622, 2.852
Ronald-Mike, 4.919, 2.492, 5.265, 4.385
Umfassendere, 2.375, 4.178, 3.416, 5.33
McLaren-Ford, 6.237, 4.912, 5.664, 3.997
Wahnsinnsfamilie, 4.851, 5.771, 5.465, 7.098
Lautenwerk, 5.625, 3.516, 5.516, 6.331
Columbia-Hotel, 6.518, 2.624, 6.171, 6.877
Gefangenenbesuch, 5.429, 3.78, 5.098, 3.694
Geistergespräch, 4.352, 5.191, 5.646, 4.879
Kleinstverdiener, 4.184, 3.826, 4.054, 5.064
eingenickt, 5.55, 4.616, 5.347, 3.982
Pabel-Arthur, 5.463, 4.186, 5.798, 6.119
Sieglosigkeit, 3.974, 6.178, 4.441, 3.344
Wirtschaftsproduktion, 5.621, 3.132, 5.284, 4.988
staatlich-bürokratisch, 3.417, 4.959, 4.904, 5.283
Busstreifen, 6.504, 2.967, 6.315, 5.004
Gewerbegeschichte, 4.929, 2.636, 4.437, 4.327
machtbewusster, 3.693, 5.484, 5.722, 4.819
Direktionszimmer, 7.53, 2.691, 7.44, 3.518
Hardt-Waltherr, 5.616, 4.728, 6.048, 3.562
DDR-Manier, 4.839, 3.053, 3.829, 3.728
Abstumpfungseffekt, 2.92, 7.156, 3.385, 2.555
Wiesenhofer, 5.517, 4.532, 5.767, 7.288
Postpersonal, 5.911, 3.19, 5.24, 4.5
Neriman, 4.612, 5.669, 5.212, 5.748
Autonomie-Status, 4.704, 4.298, 4.202, 5.84
Gesetzesquelle, 3.682, 5.432, 4.045, 4.141
Andia, 3.541, 4.234, 3.834, 4.823
Siemens-Vorstandschef, 5.924, 4.58, 6, 3.845
Polizeiattacke, 5.823, 6.419, 5.621, 2.64
zweiundfünfzigjährig, 4.64, 6.122, 4.913, 4
Duoabend, 5.605, 4.674, 6.423, 6.424
Ölmonarchie, 4.778, 3.512, 5.543, 5.713
erwürgend, 3.853, 8.224, 5.696, 2.663
Kreisbaugesellschaft, 4.83, 3.437, 5.027, 5.191
Unterwittbach, 6.466, 4.68, 6.297, 3.054
Transistor-Radio, 5.879, 3.863, 5.887, 4.91
Zigaretten-Automat, 7.675, 3.974, 7.024, 4.178
Botschaftssprecher, 4.978, 5.038, 5.547, 4.374
Lebenbedingung, 3.604, 4.406, 4.599, 5.997
Wettchance, 5.671, 3.642, 5.088, 6.445
Klettervermögen, 5.798, 3.515, 5.617, 7.191
US-Blatt, 5.854, 3.292, 5.594, 5.399
AStA-Vertreter, 5.718, 4.79, 6.049, 3.139
Chef-Position, 2.425, 4.8, 3.344, 5.442
Kopierautomat, 5.824, 2.554, 5.65, 4.799
Arri-Kino, 6.724, 4.743, 8.343, 4.884
kampfeswillig, 3.759, 6.87, 5.241, 3.308
Höchstselbst, 4.599, 3.344, 4.307, 4.67
BR-Symphonieorchester, 5.288, 3.676, 5.503, 7.057
Hobbykletterer, 7.055, 4.053, 6.947, 6.907
Hasenbraten, 5.217, 4.087, 5.38, 5.004
Dialektgrenze, 4.582, 3.375, 3.429, 4.342
Jubiläumslied, 4.279, 4.967, 5.379, 7.294
Nachwende-Zeit, 3.662, 5.268, 5.66, 4.087
Kolping-Gedenktag, 6.861, 3.804, 6.316, 5.354
Terrorstrategie, 3.856, 6.924, 4.872, 4.278
Freundschafts-Länderspiel, 5.31, 5.37, 5.117, 5.453
Förderkonzession, 5.901, 3.141, 5.635, 6.207
Zuwanderungsproblem, 5.169, 3.329, 4.207, 4.527
Sich-Fügen, 1.02, 5.236, 2.775, 3.291
zusammenzuhaben, 4.057, 2.011, 3.588, 6.602
Bewerbungskommission, 5.845, 3.11, 6.007, 5.095
Hundedasein, 3.572, 5.457, 4.92, 5.353
Kundenmasse, 5.744, 3.944, 6.131, 5.211
nichtpaktgebunden, 3.912, 3.98, 3.51, 5.47
Temporelation, 4.012, 3.092, 3.674, 6.556
Grundbehauptung, 2.961, 4.723, 3.439, 5.669
Sparkassengeschäftsstelle, 6.621, 3.748, 5.991, 6.156
Luxus-Eigentumswohnung, 6.823, 3.918, 6.042, 4.977
Frechste, 4.542, 4.401, 5.027, 5.255
Spezialzone, 4.746, 3.656, 4.61, 4.653
Finanzkomitee, 5.146, 4.099, 5.222, 5.074
Reformzwang, 2.9, 6.428, 3.939, 2.081
Nuklearsektor, 5.012, 3.857, 4.451, 5.142
Mieterhöhungsschreiben, 4.768, 3.352, 4.089, 4.411
Bedarfsfrage, 3.248, 4.086, 3.631, 3.389
Technologie-Forum, 4.595, 5.114, 4.764, 7.157
Debattenrunde, 4.182, 4.611, 3.845, 5.478
Negativbegriff, 2.507, 4.939, 3.529, 2.213
Transitpunkt, 5.886, 4.269, 6.111, 4.885
Feuerwehr-Auto, 6.588, 4.826, 7.076, 5.556
nestelnd, 5.414, 4.051, 6.362, 3.631
Abwesenheitsvertreter, 5.32, 3.203, 5.052, 4.033
Unangepasste, 3.816, 5.348, 3.11, 2.837
Kalksplitt, 6.035, 1.325, 4.993, 4.936
Machtpol, 4.765, 4.428, 5.619, 4.211
Beispiellosigkeit, 3.143, 6.302, 3.994, 5.316
Sonderzustand, 3.516, 4.832, 3.978, 4.837
Schneeballverfahren, 5.61, 3.998, 3.766, 4.912
Fremdadoption, 5.159, 4.488, 5.118, 4.507
Unfallsachverständige, 5.299, 4.806, 4.84, 2.738
hochseegängig, 5.919, 3.514, 5.232, 6.807
Managementhilfe, 4.531, 3.245, 3.621, 6.389
Angst-Raum, 4.989, 5.576, 5.463, 3.24
Insektenforscherin, 5.68, 4.903, 6.464, 5.67
biergeschwängert, 3.827, 6.035, 4.701, 5.109
BND-Akte, 4.565, 3.958, 4.095, 4.086
Wahlkampf-Tour, 4.977, 5.101, 6.266, 5.206
Bereicherungssucht, 1.637, 7.187, 3.918, 2.967
besitzgierig, 4.606, 6.857, 5.684, 3.045
Pro-Stuttgart, 4.57, 3.946, 3.97, 3.145
Arthrose-Info, 5.395, 4.029, 4.682, 5.137
reine, 2.579, 3.153, 2.875, 5.228
Chorbube, 5.612, 3.545, 5.65, 5.846
Unglaublichste, 2.798, 5.889, 3.267, 4.729
Grundlagenabkommen, 4.672, 4.819, 5.664, 6.547
PC-Firma, 6.203, 3.326, 4.739, 4.612
Blutenburgstrasse, 5.731, 2.697, 5.596, 4.991
R-Parkhaus, 6.987, 3.141, 6.294, 3.67
CSU-Präsidium, 6.098, 3.63, 5.572, 4.768
Vollbeladen, 5.965, 2.748, 6.113, 4.653
Feldrundfahrt, 5.491, 3.779, 6.63, 6.3
Briefwahl-Unterlage, 6.637, 3.785, 6.274, 3.554
Parkwohnstift, 5.848, 3.671, 5.359, 6.889
Promi-Talk, 5.648, 4.223, 5.823, 6.082
Öko-Variante, 4.92, 3.103, 4.679, 2.882
Naturgegebene, 2.81, 3.935, 4.133, 5.196
vorübergleitend, 6.145, 1.855, 7.333, 6.105
Sportfischereiverein, 5.895, 2.412, 5.522, 4.315
Marienwunder, 5.333, 5.853, 6.552, 5.316
Beschissener, 2.712, 4.998, 3.793, 5.256
zuprostend, 7.005, 2.312, 6.817, 6.773
Verhandlungsfreiheit, 3.808, 5.622, 3.791, 4.845
Keksrolle, 6.318, 3.675, 6.943, 5.531
Korea-Krise, 5.032, 6.151, 5.529, 2.867
Strohballen, 7.033, 3.471, 7.192, 5.456
Mengenabsatz, 2.897, 2.344, 2.726, 5.949
Telefon-Auskunft, 5.275, 3.918, 5.065, 5.065
Rund-um-die-Uhr-Gesellschaft, 3.282, 5.727, 4.333, 3.921
Rezitationsprogramm, 5.193, 5.892, 5.876, 6.94
Westpropaganda, 3.374, 5.565, 5.194, 2.535
Perlonstrumpf, 6.837, 4.559, 6.671, 5.568
US-Abzug, 3.859, 7.064, 4.974, 2.743
Stadtschönheit, 4.178, 6.502, 5.62, 6.467
militärindustriell, 3.784, 4.917, 4.487, 3.374
vorbeischummeln, 3.301, 3.93, 3.992, 4.305
Polizei-Computer, 5.964, 6.364, 5.102, 2.894
Euro-City, 5.866, 4.403, 5.708, 5.61
Förderzins, 5.197, 3.548, 4.353, 4.935
Gewaltforscher, 4.953, 6.118, 5.202, 2.973
Gummischlappe, 7.517, 3.344, 7.194, 4.89
Killerwaffe, 6.443, 5.374, 5.95, 3.39
Reichsgründungsfeier, 4.951, 4.911, 4.897, 3.277
Bezirksoberliga-Mannschaft, 5.576, 3.453, 4.505, 4.274
Ölabbau, 6.001, 5.431, 5.996, 4.758
Altstadtgebäude, 6.037, 3.541, 6.244, 5.719
Staatskonto, 5.25, 3.913, 4.966, 4.108
DDR-Leute, 4.527, 4.031, 3.922, 3.808
Vollerwerbsbauer, 6.596, 2.398, 5.241, 3.18
Gerhard-Hauptmann-Platz, 5.542, 4.235, 5.93, 6.487
Exilarmee, 6.023, 5.354, 5.991, 3.88
Philomene, 5.358, 4.886, 5.772, 3.491
IG-Metall-Verwaltungsstelle, 5.277, 4.154, 5.177, 3.609
Antragsliste, 4.905, 2.566, 4.253, 4.823
Bahnhofsatmosphäre, 4.448, 4.969, 5.598, 3.782
Exportgesetz, 4.4, 4.694, 4.98, 4.336
aufgeschaukelt, 3.245, 5.782, 4.674, 2.866
Hofoperndirektor, 3.332, 5.254, 5.246, 3.83
zurückentwickelt, 5.418, 4.65, 6.706, 5.458
Luftkontrolle, 5.244, 5.995, 5.636, 4.431
Musiktheatergruppe, 7.142, 3.606, 6.561, 7.225
Ausweichmagazin, 5.485, 2.403, 5.206, 4.451
geschwindigkeitsbegrenzt, 4.922, 2.988, 4.762, 4.997
Kabinettsreform, 3.828, 5.265, 4.368, 4.798
Mondastronaut, 6.52, 4.419, 6.928, 4.8
Notfallgeschehen, 5.05, 5.051, 4.657, 3.512
Rollsportclub, 5.141, 4.482, 5.414, 5.921
Ur-Thema, 3.514, 4.23, 4.262, 7.531
Autor-Regisseur, 4.488, 5.46, 4.327, 5.242
Hessenliga-Saison, 6.133, 4.072, 6.06, 6.429
Schulhygiene, 4.172, 4.269, 4.825, 4.364
selbstbasteln, 4.298, 4.059, 4.07, 5.913
Bauchhälfte, 6.632, 4.011, 5.566, 3.332
Stadtwerkedirektor, 4.888, 3.817, 5.166, 4.462
Taxpreis, 5.887, 1.777, 4.968, 4.885
Abrissgegner, 4.388, 4.803, 4.901, 4.062
Verkaufsknüller, 4.445, 3.966, 4.735, 7.116
Strafhäftling, 5.533, 3.891, 5.452, 3.913
chlorreich, 5.988, 3.652, 6.496, 5.388
Zwangseinziehung, 4.15, 4.264, 4.279, 3.04
Warenboykott, 5.236, 5.897, 4.903, 4.475
Erasmus-Studium, 5.104, 3.51, 5.134, 5.951
SPD-Blatt, 4.617, 3.678, 4.715, 3.692
Stromleitungsmast, 8.444, 3.838, 8.471, 4.28
Kernmantelseil, 7.732, 3.383, 6.866, 5.608
Schmidtpott, 4.719, 4.618, 4.006, 4.006
vulgärpsychologisch, 1.483, 4.396, 3.05, 4.041
Droschkenfahrer, 6.846, 4.494, 6.835, 4.354
Brustschlagader, 6.828, 4.63, 6.554, 3.688
Stein-Schule, 5.044, 3.675, 4.668, 6.197
tränenrührend, 2.744, 7.348, 4.926, 5.016
Markgemeinde, 5.286, 2.844, 5.67, 5.927
Osterferienaktion, 5.491, 4.096, 6.231, 6.392
Zille-Grundschule, 6.516, 3.758, 5.334, 5.467
Tanzliebhaber, 5.648, 5.324, 5.154, 7.153
Exilheimat, 3.908, 5.729, 6.014, 6.422
Stadtsituation, 3.792, 3.621, 5.163, 4.795
Atemwegs-Erkrankung, 6.455, 5.475, 6.417, 3.955
Soldatenpflicht, 2.999, 6.209, 4.761, 4.227
ringfrei, 4.777, 4.757, 5.57, 5.74
Rotlichtgewerbe, 3.077, 5.574, 4.405, 4.344
Zwergenmädchen, 6.018, 4.584, 6.396, 5.999
feudalabsolutistisch, 4.517, 4.96, 5.751, 4.385
Jazzkontext, 5.378, 4.428, 4.896, 5.397
Hegel-Gesellschaft, 4.191, 5.63, 4.283, 4.423
Verschwörerin, 4.532, 6.729, 5.56, 2.545
Comic-Heftchen, 6.154, 5.119, 7.106, 5.338
Bhagwan-Bewegung, 2.616, 5.193, 3.64, 5.049
Vertriebenenseelsorge, 3.255, 4.105, 4.121, 4.166
Reform-Vorschlag, 3.36, 4.886, 3.396, 5.046
Bankforderung, 4.367, 4.957, 3.685, 5.132
Messemanager, 5.445, 3.147, 5.653, 4.251
Mietverhandlung, 3.851, 3.684, 3.998, 4.583
Zwölfstundentag, 5.391, 5.032, 6.379, 4.144
Betuchte, 4.525, 3.582, 4.564, 4.976
Olympia-Kandidatur, 3.856, 5.225, 4.561, 4.664
Gruftwächter, 4.829, 6.466, 5.627, 2.337
Grossbetriebsprüfung, 4.722, 4.276, 4.462, 3.864
Eisschnellaufen, 5.389, 3.718, 4.907, 4.081
G-Dur-Konzert, 5.332, 4.535, 3.879, 6.412
Storchenweg, 6.891, 1.652, 6.296, 6.495
Sortierrest, 5.534, 3.877, 5.238, 2.819
Ex-CIA-Chef, 6.497, 4.251, 5.654, 4.118
Tierleib, 5.356, 4.849, 6.411, 4.196
Mitarbeiterpauschale, 6.564, 2.779, 5.518, 4.395
Aufklärungsoffensive, 2.656, 6.942, 3.265, 3.147
Parteitradition, 2.789, 4.656, 2.819, 5.069
Bettstätte, 6.528, 2.568, 7.53, 3.806
Football-Trainer, 6.162, 5.861, 5.775, 4.245
Nichtbayer, 3.958, 2.852, 4.205, 4.551
Halblegalität, 4.782, 5.777, 4.945, 3.426
Radica, 4.368, 3.871, 4.463, 5.648
Requisitenfundus, 6.003, 4.461, 6.805, 4.45
Fern-Seher, 4.479, 3.874, 5.086, 5.153
Durchsehen, 4.266, 3.288, 4.686, 5.143
Vertriebsmonopol, 3.805, 4.444, 3.994, 4.157
Unfallfreie, 4.097, 4.506, 5.235, 6.911
Planerisch, 3.699, 4.047, 4.231, 5.022
Punk-Musiker, 5.112, 4.472, 4.731, 5.938
schnellverfahren, 5.887, 5.663, 5.076, 2.463
Abfallentsorgungszentrum, 6.111, 2.676, 5.727, 4.056
Mindesthaftzeit, 4.824, 5.365, 4.682, 2.553
manifestartig, 3.827, 4.178, 3.976, 4.971
Stützungskredit, 3.926, 5.254, 4.427, 4.544
Marktbücherei, 6.485, 4.231, 5.676, 4.923
Schneiderkostüm, 6.945, 4.385, 7.534, 4.989
Killeralge, 5.795, 6.36, 6.51, 3.323
Bahnhofgelände, 4.658, 3.237, 4.423, 4.212
Angeklage, 3.393, 6.588, 4.687, 2.642
brachfallen, 3.346, 3.345, 4.025, 4.466
Energieleitstelle, 5.096, 3.633, 5.226, 6.207
genudelt, 4.761, 4.62, 4.769, 3.873
Günter-Peter, 5.591, 5.182, 5.711, 3.732
Hans-Manfred, 4.968, 2.684, 4.601, 4.835
Fridolf, 5.181, 3.76, 5.753, 6.165
IG-Farben-Konzern, 5.135, 3.199, 4.919, 3.423
Umlandbereich, 4.662, 3.401, 5.409, 4.772
Werbesektor, 4.804, 3.242, 4.437, 5.491
Ordnungsebene, 3.734, 2.099, 3.516, 4.5
Lehrerprogramm, 4.347, 3.391, 3.569, 5.439
Nachheizen, 5.438, 3.555, 4.982, 4.708
Wunnibald, 6.205, 2.615, 5.809, 5.557
Standpfeiler, 4.928, 3.884, 5.198, 6.217
Abfallfrage, 5.203, 3.818, 5.316, 4.478
Erscheinungsvielfalt, 3.029, 4.474, 3.205, 5.039
Medizin-Industrie, 5.248, 5.714, 4.63, 2.175
Lükko, 6.034, 3.733, 6.466, 7.285
Streichungsantrag, 3.641, 3.706, 3.828, 4.689
Präsenz-Bibliothek, 5.478, 3.358, 5.202, 5.23
Kriegsklotz, 5.994, 3.454, 5.809, 4.245
Herbstaufschwung, 4.943, 4.912, 4.687, 5.053
Industriezivilisation, 3.86, 4.584, 4.721, 3.93
Lofti, 4.704, 5.974, 6.375, 4.891
Erfasste, 2.863, 4.874, 4.463, 5.088
Wasserhaushaltgesetz, 4.341, 2.344, 3.89, 5.254
Fernsehworkshop, 5.463, 4.589, 6.325, 6.674
industriefrei, 4.079, 4.384, 5.1, 5.06
Generalpardon, 2.665, 4.606, 2.989, 4.697
abwürgend, 4.071, 5.552, 4.177, 2.38
DB-Zentrale, 4.57, 3.102, 4.429, 4.409
Rätselknacker, 5.274, 5.027, 5.727, 6.126
Kurmuschel, 6.76, 4.431, 6.691, 6.55
Zollhoheit, 5.683, 3.823, 5.645, 5.442
Sologeiger, 6.146, 3.732, 6.436, 5.245
Adenauer-Deutschland, 4.28, 3.834, 4.806, 3.634
Frankfurt-Fulda, 5.23, 4.164, 5.196, 4.771
rissanfällig, 4.334, 3.834, 4.29, 3.557
Melos-Quartett, 5.214, 6.279, 6.076, 6.145
Popularitätsskala, 4.642, 3.64, 4.588, 4.333
freizusetzend, 2.837, 3.116, 3.32, 3.914
Lenkwaffensystem, 6.051, 4.76, 6.563, 5.379
Hessam, 3.888, 3.638, 4.331, 5.17
Restaurant-Gast, 5.354, 4.777, 6.29, 5.521
Kaffeepäckchen, 8.51, 2.214, 7.137, 5.655
Wahlbestimmung, 4.023, 3.376, 3.962, 4.336
Indianermärchen, 5.84, 5.429, 7.184, 6.249
ANC-Mitglied, 5.852, 4.536, 5.128, 3.877
Industrieepoche, 4.26, 3.009, 4.156, 3.779
Hainweg, 6.543, 3.765, 6.209, 4.103
Argumentationsschwäche, 2.383, 5.387, 2.997, 2.715
Bilderbuchlandung, 6.023, 4.01, 6.274, 4.81
Schwarzhemd, 4.479, 5.906, 5.234, 2.978
Stadtarchivdirektor, 3.785, 3.058, 4.358, 3.849
geschichtenerzählend, 4.815, 4.792, 6.988, 5.521
Ersatzparlament, 4.015, 3.891, 4.376, 4.047
Jubiläumsfestzug, 6.18, 5.44, 7.099, 6.182
zähnebleckend, 7.278, 4.467, 7.799, 3.949
Rassenforscher, 4.329, 4.607, 5.163, 4.11
Willkürliche, 1.293, 4.77, 2.069, 3.988
Chef-Wissenschaftler, 6.423, 3.293, 5.476, 4.478
Grossposten, 4.695, 2.078, 4.205, 5.111
Gartenbauberatung, 6.005, 2.835, 5.912, 5.281
Tango-Kurs, 4.308, 6.02, 4.104, 5.134
kunstledern, 6.248, 2.4, 5.88, 5.095
Sexheftchen, 5.451, 5.224, 6.167, 2.89
Taubenscheisse, 5.299, 4.717, 5.994, 3.489
Hochtemperaturprozess, 5.629, 2.653, 4.762, 5.751
Saatzuchtfirma, 7.389, 1.817, 5.745, 4.399
Vogelspur, 6.948, 2.233, 6.961, 5.854
Hufeland-Haus, 4.409, 3.421, 4.233, 5.169
Unigremium, 4.767, 4.698, 4.42, 4.478
Baulandmodell, 3.972, 3.167, 4.001, 5.246
Rechnungsprüfungsbehörde, 5.33, 3.081, 5.021, 4.391
rechts-nationalistisch, 4.24, 6.545, 5.099, 4.383
Transplantationszweck, 6.141, 5.262, 5.787, 4.809
Märzunruhe, 5.011, 7.703, 5.568, 2.972
Aktenrecherche, 4.985, 3.815, 4.552, 4.826
Fortschrittskritik, 3.245, 4.593, 3.541, 4.709
Wohnungsbauvermögen, 4.831, 4.103, 3.442, 3.729
Ersatzsendung, 5.468, 3.08, 3.525, 5.065
SED-Leute, 3.777, 3.157, 3.557, 3.081
Anissame, 7, 2.784, 4.577, 4.427
Korruptions-Skandal, 4.763, 8.002, 5.456, 2.481
hochorganisieren, 3.558, 5.226, 3.746, 4.751
Regierungsflughafen, 5.272, 3.035, 4.999, 4.852
Sportvertreter, 4.353, 5.054, 5.137, 3.744
HCFC, 5.534, 4.838, 4.665, 4.189
Eierverzehr, 4.148, 5.55, 5.207, 4.814
Riesenchor, 5.773, 5.598, 5.721, 5.605
Ausländerausschuss, 5.43, 3.92, 5.17, 4.786
Artikulationsvermögen, 2.979, 4.888, 2.159, 4.391
Auspuffgas, 5.875, 5.222, 5.884, 3.275
Rapsanbauer, 4.307, 4.79, 3.696, 5.493
Armee-Fraktion, 5.023, 6.784, 5.147, 2.48
Poptheorie, 3.859, 2.964, 4.061, 3.749
Dollacker, 6.625, 3.154, 5.5, 4.585
Hauptmuschelkalk, 4.781, 2.366, 4.31, 4.92
Salmonellenstamm, 6.345, 4.026, 4.618, 3.301
Windmühlenpark, 6.161, 2.962, 6.816, 5.461
Protestsymbol, 7.273, 5.435, 6.804, 3.199
Altbetrieb, 4.217, 2.929, 3.592, 5.026
Rehdorf, 5.939, 2.879, 5.631, 5.982
Angestelltenfamilie, 6.046, 3.01, 5.059, 6.133
Sponsoren-Pool, 5.318, 3.022, 4.423, 7.04
Flüchtlingswohnung, 5.765, 3.722, 4.634, 3.644
Befahrensverbot, 3.651, 3.49, 4.197, 3.079
Doppelstatus, 3.143, 5.369, 3.427, 5.524
Übungsleiterstunde, 4.671, 3.36, 3.488, 5.652
Gefälligkeitsbescheinigung, 3.972, 5.601, 4.698, 3.243
Überlebensplan, 4.287, 5.29, 3.884, 3.597
Kinogeschehen, 5.381, 3.952, 4.982, 4.6
Klusmeier, 4.989, 4.326, 3.719, 5.307
DDR-Autor, 5.692, 3.32, 4.349, 3.939
rodelnd, 5.658, 4.312, 6.848, 6.14
RTL-Kamera, 6.185, 6.261, 8.343, 2.935
Auftragsentzug, 3.07, 5.586, 4.034, 3.846
Sportwagen-WM, 4.732, 5.186, 5.393, 6.089
Piepmeier, 4.301, 4.436, 5.445, 4.362
Rathauswand, 8.929, 3.994, 8.81, 4.744
Brillendesigner, 5.236, 2.465, 4.925, 6.713
Angerweg, 6.37, 4.216, 6.071, 4.108
Airbus-Jet, 5.901, 3.629, 5.348, 5.986
Gerichtsarchiv, 4.885, 4.377, 5.561, 4.718
Hygiene-Problem, 5.852, 4.815, 6.581, 4.465
begleitender, 4.133, 3.966, 4.391, 4.507
Spitzenfigur, 4.51, 3.165, 5.698, 4.671
Violinsoli, 5.289, 4.467, 5.333, 6.095
Barkeeper-Union, 5.774, 4.172, 5.114, 5.88
Taneli, 4.773, 3.872, 4.889, 4.882
Bundesangestellten-Tarifvertrag, 4.57, 3.797, 4.124, 4.065
Beschäftigungsfirma, 6.266, 3.432, 5.754, 4.098
Commerzbank-Experte, 5.633, 3.06, 4.309, 4.777
Anti-Apartheid-Kämpfer, 6.674, 4.919, 6.692, 5.457
Weltklasse-Verteidiger, 4.045, 4.719, 4.255, 3.143
Evakuierungsflug, 4.728, 6.455, 4.897, 5.047
Revolutionskonzept, 3.676, 5.3, 4.19, 3.684
Chanh, 5.226, 4.605, 5.041, 4.725
Hauptdirektor, 5.218, 2.567, 4.697, 4.778
zurückschmeissen, 4.282, 5.944, 4.471, 3.028
entkräfteter, 5.189, 6.993, 7.314, 3.393
Nato-Verteidigungsminister, 4.816, 5.088, 5.585, 3.343
Wildwest-Methode, 4.159, 6.927, 4.472, 2.27
Musikaktivität, 4.243, 4.838, 4.187, 6.759
Hein-Hoyer-Strasse, 7.602, 3.368, 6.921, 4.518
Sportartikelunternehmen, 5.294, 4.03, 4.814, 6.44
Hopfensitz, 5.533, 3.829, 5.453, 5.165
Levis-Jean, 4.599, 3.722, 4.487, 6.296
Zweierwette, 5.35, 3.7, 4.643, 6.36
Selbstverteidigungsmassnahme, 4.476, 8.061, 4.644, 2.467
Hauptaktivist, 5.525, 5.482, 5.018, 3.479
verrenkend, 5.465, 4.43, 6.354, 4.561
Ursulinenschwester, 4.803, 4.292, 5.412, 6.026
Züchterarbeit, 3.642, 5.224, 4.592, 6.675
Feindesliste, 6.082, 4.255, 4.398, 3.155
Dauerware, 6.668, 2.863, 6.674, 6.12
Geigespielen, 6.316, 4.991, 5.825, 5.176
Andereggen, 6.594, 4.609, 6.564, 5.305
Öko-Test-Magazin, 5.784, 4.535, 5.449, 4.65
Konjunkturzeit, 3.758, 4.051, 3.143, 4.856
Spielgelbild, 4.171, 4.802, 5.224, 3.945
Einsatzmethode, 4.537, 5.285, 3.977, 4.016
Kriegsgerichtsbarkeit, 3.625, 5.537, 3.868, 1.994
Parteienfreiheit, 4.018, 4.312, 4.298, 5.468
totenstarr, 5.299, 6.185, 6.49, 2.65
Propaganda-Feldzug, 4.732, 6.853, 5.683, 3.184
Rovena, 5.442, 5.287, 5.421, 5.681
Mächtigste, 3.597, 6.412, 4.586, 4.039
Fussball-Show, 5.673, 5.918, 6.682, 5.725
Aidsberatungsstelle, 5.023, 7.441, 6.009, 5.559
nicht-nationalistisch, 4, 4.151, 3.727, 4.912
Frankfurt-Goldstein, 5.342, 3.617, 4.901, 6.633
Hausunfall, 5.369, 6.774, 5.816, 3.181
Speisenweihe, 6.152, 1.989, 6.265, 6.029
Zollverwalter, 5.747, 3.2, 5.12, 3.149
Mantelärmel, 7.821, 1.82, 7.227, 5.872
Liebenswürdige, 1.782, 4.821, 3.482, 5.159
Mietskasernenstadt, 4.29, 5.119, 5.63, 4.034
Ausstrahlungsverbot, 4.8, 5.031, 5.041, 4.995
Börsenöffnung, 4.937, 5.037, 5.462, 4.814
teppichbelegt, 7.385, 2.835, 8.046, 5.572
Wissenschafts-Staatssekretär, 5.554, 4.536, 5.664, 5.822
Reinmachefrau, 5.811, 3.013, 6.327, 3.86
Aufkleber-Aktion, 5.511, 5.029, 4.619, 4.496
Asbestpappe, 5.693, 3.268, 5.665, 4.352
Sozialkontrakt, 3.442, 5.632, 3.934, 4.923
Rentner-Partei, 4.59, 4.187, 4.419, 5.105
Weltkriegsbunker, 7.148, 5.093, 7.326, 3.932
VW-Management, 5.191, 5.414, 5.665, 3.768
Wohlfahrtsbehörde, 5.971, 3.598, 5.457, 3.375
Experimentalvideo, 4.539, 5.911, 6.171, 6.23
Spielpädagogin, 6.119, 3.825, 6.014, 6.084
ertragreicher, 3.2, 4.23, 2.812, 4.425
bezirksgeleitet, 4.327, 2.804, 4.454, 4.859
Vedutenmaler, 6.039, 3.623, 6.065, 6.808
Wahlbedingung, 3.083, 5.1, 3.899, 4.818
Nikolaus-Markt, 6.23, 3.688, 5.875, 4.714
Kleebaum, 3.866, 5.401, 4.69, 5.623
Kinovorführer, 6.337, 4.945, 6.384, 4.516
Unverschämte, 3.29, 6.629, 4.84, 3.297
Lebensmittelkreislauf, 6.046, 4.541, 5.182, 3.337
kriegsunwillig, 4.717, 5.534, 5.423, 2.92
Umweltkoordinator, 6.101, 2.904, 4.782, 5.923
Hockey-Nationalspieler, 6.2, 3.017, 6.457, 5.94
Ausländerklausel, 4.385, 4.424, 3.948, 5.071
Sittenschilderung, 3.835, 4.39, 4.921, 5.778
HIV-Träger, 6.437, 6.129, 5.584, 3.87
Wohnflächenverbrauch, 4.971, 4.519, 4.883, 5.041
Ex-SPD, 5.804, 4.594, 4.903, 2.383
Tarifabteilung, 5.689, 4.03, 4.886, 3.563
Bogensportclub, 6.3, 4.115, 6.064, 5.567
Dreifaltigkeitsfriedhof, 6.577, 2.955, 7.099, 5.726
Einnahmeanteil, 5.414, 2.338, 4.139, 5.742
Nordsee-Aquarium, 6.963, 2.852, 7.459, 6.135
Krisenschauplatz, 5.095, 6.931, 5.694, 4.358
Einstellungsvorgang, 4.181, 3.021, 3.49, 4.98
Bundesspiel, 3.84, 3.722, 3.944, 6.435
Pfarramtsbüro, 6.229, 2.958, 6.018, 5.132
Gartenleitung, 6.197, 3.479, 5.933, 4.968
nebenherlaufend, 4.664, 2.692, 3.888, 5.404
Unterhaltungsstar, 6.332, 4.482, 7.133, 5.656
Drei-Meilen-Zone, 6.369, 4.143, 5.191, 4.317
Pflichttest, 5.668, 4.315, 5.032, 5.121
Alia, 4.346, 3.853, 4.593, 4.85
Auslands-Geheimdienst, 6.091, 4.512, 6.131, 3.509
Kochzentrum, 7.202, 1.966, 6.903, 6.02
